AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,PINCP
39.0,4.0,22.0,1.0,726.0,5.0,1.0,40.0,2.0,1.0,1.0
36.0,1.0,15.0,5.0,4030.0,28.0,2.0,35.0,1.0,2.0,0.0
54.0,1.0,16.0,1.0,9130.0,28.0,1.0,60.0,1.0,2.0,0.0
39.0,1.0,14.0,1.0,6260.0,22.0,0.0,18.0,1.0,1.0,0.0
33.0,1.0,16.0,1.0,7750.0,28.0,0.0,38.0,1.0,2.0,0.0
28.0,5.0,20.0,5.0,3945.0,28.0,2.0,40.0,1.0,1.0,0.0
55.0,1.0,20.0,3.0,8610.0,28.0,0.0,40.0,1.0,2.0,0.0
37.0,1.0,18.0,3.0,4760.0,28.0,4.0,35.0,2.0,1.0,0.0
45.0,1.0,19.0,5.0,4400.0,28.0,0.0,40.0,2.0,2.0,0.0
48.0,2.0,21.0,1.0,2040.0,22.0,1.0,45.0,1.0,1.0,1.0
64.0,3.0,21.0,1.0,2320.0,47.0,0.0,55.0,1.0,1.0,1.0
24.0,1.0,13.0,5.0,7750.0,28.0,2.0,25.0,2.0,1.0,0.0
38.0,3.0,21.0,1.0,2310.0,28.0,0.0,40.0,2.0,1.0,0.0
65.0,5.0,19.0,2.0,4220.0,28.0,0.0,20.0,2.0,3.0,0.0
72.0,3.0,13.0,3.0,6730.0,28.0,6.0,16.0,1.0,2.0,0.0
64.0,2.0,19.0,1.0,5740.0,5.0,1.0,50.0,2.0,1.0,0.0
41.0,1.0,20.0,3.0,3255.0,28.0,0.0,60.0,2.0,1.0,0.0
53.0,1.0,20.0,1.0,5000.0,28.0,1.0,14.0,2.0,1.0,0.0
32.0,1.0,22.0,1.0,5940.0,28.0,0.0,9.0,2.0,1.0,0.0
22.0,3.0,14.0,1.0,2545.0,28.0,0.0,40.0,2.0,1.0,0.0
36.0,1.0,17.0,5.0,8320.0,28.0,0.0,20.0,1.0,1.0,0.0
39.0,1.0,22.0,1.0,540.0,28.0,1.0,30.0,2.0,1.0,1.0
45.0,1.0,21.0,5.0,7750.0,47.0,0.0,46.0,1.0,1.0,0.0
52.0,1.0,17.0,1.0,4010.0,17.0,1.0,40.0,2.0,2.0,0.0
46.0,1.0,16.0,1.0,5160.0,47.0,1.0,45.0,2.0,1.0,0.0
57.0,6.0,13.0,2.0,4230.0,28.0,0.0,25.0,2.0,1.0,0.0
51.0,1.0,21.0,5.0,1010.0,28.0,0.0,40.0,1.0,2.0,0.0
47.0,5.0,21.0,1.0,150.0,28.0,0.0,48.0,2.0,1.0,1.0
53.0,1.0,16.0,5.0,4020.0,28.0,0.0,40.0,2.0,2.0,0.0
44.0,1.0,22.0,1.0,205.0,22.0,0.0,45.0,1.0,1.0,1.0
24.0,1.0,18.0,5.0,4720.0,28.0,12.0,45.0,2.0,1.0,0.0
62.0,1.0,21.0,2.0,9645.0,28.0,0.0,40.0,2.0,2.0,0.0
55.0,1.0,16.0,4.0,4700.0,28.0,0.0,40.0,2.0,2.0,0.0
17.0,1.0,14.0,5.0,4720.0,28.0,2.0,10.0,2.0,1.0,0.0
45.0,4.0,21.0,1.0,2310.0,22.0,0.0,60.0,2.0,1.0,0.0
65.0,7.0,16.0,4.0,4920.0,22.0,0.0,40.0,2.0,1.0,0.0
25.0,1.0,20.0,5.0,3620.0,28.0,2.0,40.0,2.0,1.0,0.0
33.0,1.0,21.0,1.0,3255.0,138.0,0.0,36.0,2.0,6.0,1.0
41.0,2.0,23.0,1.0,3090.0,28.0,0.0,60.0,1.0,1.0,1.0
31.0,1.0,17.0,5.0,4510.0,28.0,2.0,40.0,2.0,1.0,0.0
51.0,1.0,16.0,3.0,4020.0,39.0,0.0,40.0,1.0,2.0,0.0
33.0,1.0,21.0,1.0,3255.0,28.0,0.0,40.0,2.0,1.0,0.0
47.0,1.0,18.0,3.0,5240.0,47.0,13.0,25.0,2.0,1.0,0.0
69.0,4.0,16.0,1.0,7330.0,28.0,0.0,40.0,1.0,1.0,1.0
59.0,1.0,5.0,5.0,4020.0,28.0,16.0,40.0,2.0,1.0,0.0
58.0,7.0,22.0,1.0,3255.0,139.0,0.0,40.0,2.0,1.0,1.0
20.0,1.0,19.0,5.0,7950.0,28.0,0.0,50.0,1.0,1.0,0.0
25.0,1.0,20.0,5.0,5400.0,29.0,10.0,30.0,2.0,1.0,0.0
32.0,1.0,19.0,1.0,520.0,6.0,0.0,25.0,2.0,2.0,0.0
56.0,1.0,20.0,1.0,3603.0,28.0,0.0,40.0,1.0,2.0,0.0
49.0,1.0,16.0,5.0,4760.0,28.0,0.0,40.0,2.0,2.0,0.0
42.0,4.0,22.0,1.0,2310.0,36.0,1.0,60.0,1.0,1.0,1.0
27.0,1.0,19.0,5.0,3255.0,22.0,2.0,30.0,2.0,1.0,0.0
42.0,1.0,16.0,1.0,9130.0,28.0,0.0,40.0,1.0,2.0,0.0
47.0,1.0,18.0,1.0,540.0,28.0,0.0,50.0,1.0,1.0,1.0
62.0,1.0,17.0,3.0,5860.0,301.0,0.0,40.0,2.0,1.0,0.0
48.0,1.0,14.0,5.0,4020.0,28.0,0.0,45.0,2.0,2.0,0.0
46.0,1.0,21.0,1.0,800.0,28.0,0.0,45.0,2.0,1.0,1.0
41.0,1.0,16.0,5.0,7330.0,28.0,0.0,40.0,1.0,2.0,0.0
29.0,1.0,21.0,1.0,600.0,163.0,0.0,40.0,1.0,1.0,0.0
31.0,4.0,21.0,1.0,2865.0,28.0,0.0,40.0,1.0,1.0,0.0
62.0,2.0,23.0,1.0,230.0,5.0,1.0,45.0,1.0,1.0,1.0
23.0,1.0,19.0,5.0,9130.0,28.0,0.0,25.0,2.0,1.0,0.0
77.0,6.0,21.0,5.0,205.0,28.0,0.0,45.0,1.0,1.0,0.0
44.0,4.0,22.0,5.0,2310.0,39.0,0.0,40.0,2.0,1.0,0.0
50.0,1.0,21.0,5.0,4622.0,39.0,0.0,40.0,1.0,1.0,0.0
26.0,1.0,17.0,5.0,6230.0,28.0,16.0,40.0,1.0,1.0,0.0
58.0,4.0,17.0,1.0,4010.0,28.0,1.0,38.0,2.0,1.0,0.0
18.0,1.0,16.0,5.0,4020.0,28.0,2.0,20.0,1.0,1.0,0.0
30.0,3.0,16.0,1.0,3802.0,47.0,0.0,40.0,1.0,1.0,0.0
55.0,1.0,19.0,1.0,5400.0,28.0,1.0,40.0,2.0,2.0,0.0
38.0,4.0,19.0,1.0,3515.0,28.0,0.0,40.0,2.0,2.0,0.0
18.0,1.0,13.0,5.0,1108.0,28.0,2.0,20.0,1.0,1.0,0.0
74.0,1.0,19.0,1.0,4760.0,5.0,0.0,22.0,2.0,2.0,0.0
57.0,7.0,21.0,1.0,205.0,28.0,1.0,60.0,1.0,1.0,0.0
55.0,1.0,21.0,1.0,120.0,28.0,1.0,50.0,1.0,1.0,1.0
44.0,1.0,16.0,1.0,8140.0,47.0,1.0,40.0,1.0,1.0,0.0
35.0,5.0,19.0,1.0,4965.0,361.0,0.0,20.0,2.0,8.0,0.0
54.0,1.0,16.0,3.0,2600.0,1.0,13.0,40.0,1.0,1.0,0.0
43.0,7.0,16.0,1.0,4810.0,28.0,1.0,40.0,1.0,1.0,0.0
61.0,1.0,21.0,1.0,4700.0,22.0,1.0,60.0,1.0,1.0,1.0
54.0,1.0,16.0,3.0,4010.0,28.0,0.0,40.0,2.0,1.0,0.0
35.0,3.0,19.0,5.0,3710.0,28.0,0.0,45.0,1.0,2.0,0.0
42.0,1.0,15.0,4.0,4030.0,28.0,0.0,25.0,2.0,2.0,0.0
44.0,1.0,18.0,3.0,9130.0,47.0,0.0,50.0,2.0,1.0,0.0
59.0,1.0,21.0,1.0,2635.0,47.0,0.0,40.0,1.0,1.0,0.0
53.0,1.0,21.0,1.0,3255.0,28.0,0.0,40.0,1.0,1.0,1.0
37.0,1.0,20.0,5.0,4030.0,28.0,0.0,30.0,2.0,2.0,0.0
24.0,1.0,16.0,5.0,3602.0,28.0,13.0,40.0,2.0,1.0,0.0
72.0,6.0,12.0,1.0,6410.0,47.0,0.0,40.0,1.0,1.0,0.0
42.0,3.0,18.0,5.0,3870.0,28.0,0.0,52.0,1.0,2.0,0.0
19.0,1.0,18.0,5.0,9645.0,34.0,2.0,40.0,1.0,1.0,0.0
34.0,1.0,21.0,1.0,310.0,28.0,0.0,50.0,1.0,1.0,0.0
54.0,1.0,16.0,1.0,6040.0,28.0,1.0,46.0,2.0,2.0,0.0
63.0,1.0,23.0,1.0,3090.0,21.0,0.0,75.0,1.0,1.0,1.0
66.0,1.0,21.0,1.0,1440.0,11.0,0.0,40.0,1.0,1.0,1.0
40.0,4.0,16.0,5.0,3802.0,28.0,0.0,50.0,2.0,2.0,0.0
55.0,1.0,19.0,3.0,4720.0,26.0,0.0,40.0,2.0,1.0,0.0
49.0,1.0,19.0,3.0,9130.0,28.0,13.0,60.0,1.0,2.0,0.0
65.0,1.0,20.0,1.0,3646.0,28.0,1.0,4.0,2.0,2.0,0.0
57.0,1.0,21.0,3.0,3255.0,28.0,0.0,45.0,2.0,1.0,1.0
29.0,1.0,19.0,4.0,5000.0,6.0,0.0,40.0,2.0,2.0,0.0
22.0,1.0,21.0,5.0,800.0,28.0,2.0,10.0,2.0,1.0,0.0
20.0,1.0,16.0,5.0,4110.0,28.0,2.0,40.0,2.0,1.0,0.0
61.0,3.0,20.0,5.0,3940.0,28.0,0.0,2.0,1.0,2.0,0.0
40.0,5.0,19.0,1.0,2300.0,28.0,0.0,40.0,2.0,3.0,0.0
38.0,8.0,16.0,1.0,4020.0,48.0,0.0,50.0,1.0,1.0,0.0
42.0,1.0,19.0,1.0,4810.0,47.0,2.0,40.0,2.0,1.0,0.0
44.0,4.0,22.0,1.0,2310.0,28.0,1.0,45.0,1.0,1.0,0.0
43.0,2.0,21.0,1.0,3255.0,18.0,0.0,50.0,2.0,1.0,1.0
59.0,2.0,24.0,1.0,350.0,28.0,1.0,50.0,2.0,1.0,1.0
38.0,3.0,20.0,1.0,2145.0,28.0,1.0,40.0,2.0,1.0,0.0
62.0,2.0,20.0,1.0,440.0,28.0,0.0,45.0,1.0,1.0,1.0
29.0,6.0,17.0,1.0,9130.0,28.0,1.0,50.0,1.0,1.0,1.0
53.0,5.0,20.0,1.0,9830.0,1.0,0.0,55.0,1.0,1.0,1.0
66.0,1.0,21.0,1.0,5740.0,28.0,0.0,40.0,2.0,2.0,0.0
41.0,1.0,14.0,1.0,8530.0,28.0,0.0,40.0,1.0,1.0,0.0
25.0,4.0,22.0,5.0,2310.0,28.0,0.0,40.0,2.0,1.0,0.0
53.0,1.0,17.0,1.0,6005.0,28.0,1.0,60.0,1.0,1.0,0.0
52.0,3.0,20.0,1.0,3255.0,28.0,0.0,44.0,2.0,1.0,1.0
45.0,7.0,24.0,1.0,2100.0,28.0,0.0,55.0,1.0,1.0,1.0
30.0,2.0,21.0,5.0,3230.0,28.0,11.0,50.0,2.0,9.0,0.0
33.0,1.0,20.0,1.0,7210.0,48.0,1.0,40.0,1.0,1.0,0.0
28.0,1.0,16.0,5.0,4110.0,28.0,0.0,40.0,2.0,2.0,0.0
36.0,1.0,22.0,1.0,4700.0,8.0,0.0,15.0,1.0,1.0,0.0
40.0,4.0,21.0,1.0,2205.0,28.0,0.0,40.0,2.0,2.0,0.0
50.0,1.0,21.0,1.0,2360.0,47.0,1.0,50.0,2.0,1.0,0.0
56.0,6.0,16.0,1.0,6230.0,139.0,1.0,30.0,1.0,1.0,0.0
19.0,1.0,18.0,5.0,4720.0,28.0,17.0,20.0,2.0,1.0,0.0
44.0,1.0,16.0,3.0,4760.0,28.0,13.0,40.0,2.0,1.0,0.0
65.0,6.0,21.0,1.0,800.0,47.0,0.0,10.0,2.0,1.0,0.0
51.0,6.0,14.0,1.0,6410.0,28.0,2.0,35.0,2.0,1.0,0.0
61.0,1.0,16.0,4.0,9130.0,28.0,13.0,40.0,1.0,2.0,0.0
32.0,1.0,19.0,1.0,5120.0,28.0,0.0,45.0,2.0,1.0,0.0
51.0,1.0,17.0,1.0,4540.0,28.0,1.0,16.0,2.0,1.0,0.0
59.0,2.0,21.0,5.0,3602.0,28.0,0.0,24.0,2.0,1.0,1.0
51.0,1.0,20.0,1.0,2640.0,28.0,0.0,40.0,1.0,1.0,1.0
52.0,4.0,21.0,1.0,6660.0,28.0,6.0,45.0,1.0,1.0,1.0
28.0,1.0,20.0,1.0,3255.0,28.0,1.0,48.0,2.0,1.0,0.0
34.0,1.0,21.0,1.0,800.0,28.0,1.0,40.0,1.0,1.0,0.0
67.0,2.0,22.0,3.0,3245.0,28.0,0.0,45.0,2.0,1.0,1.0
59.0,4.0,22.0,1.0,230.0,22.0,1.0,40.0,1.0,2.0,1.0
42.0,1.0,16.0,1.0,6260.0,12.0,1.0,40.0,1.0,1.0,0.0
55.0,1.0,19.0,1.0,5000.0,35.0,0.0,48.0,1.0,1.0,0.0
42.0,5.0,20.0,1.0,3740.0,22.0,0.0,40.0,1.0,2.0,0.0
24.0,1.0,21.0,5.0,4760.0,28.0,2.0,20.0,2.0,1.0,0.0
22.0,1.0,16.0,1.0,5810.0,28.0,10.0,40.0,2.0,2.0,0.0
54.0,1.0,1.0,1.0,6050.0,28.0,1.0,25.0,1.0,2.0,0.0
60.0,1.0,20.0,1.0,110.0,28.0,0.0,45.0,2.0,1.0,1.0
34.0,1.0,21.0,4.0,5000.0,28.0,0.0,30.0,1.0,2.0,0.0
26.0,1.0,19.0,1.0,4510.0,47.0,1.0,17.0,2.0,1.0,0.0
64.0,4.0,22.0,1.0,3930.0,13.0,1.0,40.0,2.0,1.0,1.0
24.0,1.0,12.0,5.0,3602.0,28.0,2.0,40.0,2.0,2.0,0.0
44.0,1.0,19.0,1.0,7140.0,28.0,0.0,48.0,1.0,1.0,1.0
34.0,1.0,16.0,5.0,7855.0,28.0,0.0,40.0,2.0,1.0,0.0
60.0,3.0,19.0,1.0,5860.0,47.0,1.0,40.0,2.0,1.0,0.0
39.0,1.0,19.0,1.0,5740.0,28.0,1.0,42.0,2.0,1.0,0.0
20.0,1.0,16.0,5.0,4720.0,28.0,2.0,25.0,2.0,2.0,0.0
60.0,3.0,16.0,4.0,6230.0,28.0,0.0,40.0,1.0,2.0,0.0
30.0,1.0,16.0,1.0,4700.0,28.0,1.0,50.0,2.0,1.0,0.0
60.0,1.0,21.0,3.0,3255.0,28.0,6.0,60.0,1.0,2.0,1.0
35.0,6.0,16.0,1.0,4510.0,28.0,1.0,40.0,2.0,1.0,0.0
28.0,1.0,19.0,1.0,4220.0,28.0,1.0,40.0,1.0,2.0,0.0
22.0,1.0,16.0,5.0,5260.0,28.0,2.0,10.0,2.0,1.0,0.0
21.0,1.0,20.0,5.0,3603.0,28.0,7.0,40.0,2.0,1.0,0.0
64.0,3.0,21.0,1.0,2825.0,28.0,1.0,30.0,2.0,1.0,0.0
65.0,3.0,16.0,3.0,1555.0,28.0,0.0,40.0,1.0,1.0,0.0
71.0,3.0,16.0,3.0,2100.0,28.0,0.0,12.0,2.0,1.0,1.0
57.0,1.0,22.0,1.0,3258.0,28.0,0.0,24.0,2.0,1.0,1.0
45.0,1.0,19.0,3.0,7750.0,28.0,0.0,40.0,2.0,1.0,0.0
20.0,1.0,19.0,5.0,4600.0,28.0,0.0,30.0,2.0,2.0,0.0
50.0,1.0,20.0,1.0,5160.0,17.0,0.0,37.0,2.0,1.0,0.0
69.0,5.0,21.0,5.0,530.0,28.0,0.0,40.0,1.0,2.0,1.0
56.0,1.0,16.0,3.0,101.0,47.0,0.0,55.0,1.0,1.0,1.0
55.0,1.0,16.0,1.0,7700.0,1.0,0.0,40.0,1.0,1.0,1.0
35.0,1.0,20.0,4.0,5000.0,1.0,0.0,40.0,2.0,1.0,1.0
53.0,1.0,20.0,1.0,5860.0,48.0,1.0,40.0,2.0,1.0,0.0
28.0,1.0,21.0,1.0,5000.0,6.0,1.0,40.0,2.0,1.0,0.0
53.0,1.0,14.0,1.0,9610.0,28.0,0.0,40.0,1.0,2.0,0.0
32.0,2.0,21.0,1.0,3255.0,28.0,0.0,80.0,1.0,1.0,1.0
32.0,4.0,21.0,3.0,1108.0,28.0,2.0,40.0,1.0,1.0,0.0
31.0,1.0,19.0,5.0,4110.0,28.0,16.0,35.0,1.0,2.0,0.0
37.0,4.0,22.0,1.0,3230.0,28.0,0.0,40.0,2.0,1.0,0.0
52.0,1.0,19.0,1.0,5940.0,17.0,0.0,40.0,2.0,2.0,0.0
22.0,1.0,20.0,5.0,8225.0,28.0,0.0,48.0,1.0,2.0,0.0
23.0,1.0,16.0,1.0,9130.0,28.0,0.0,52.0,1.0,2.0,0.0
22.0,1.0,19.0,5.0,4700.0,28.0,2.0,40.0,1.0,2.0,1.0
20.0,1.0,16.0,5.0,9600.0,28.0,2.0,40.0,1.0,2.0,0.0
36.0,1.0,12.0,1.0,6825.0,28.0,9.0,45.0,1.0,1.0,0.0
18.0,1.0,16.0,5.0,4150.0,28.0,2.0,15.0,2.0,1.0,0.0
29.0,1.0,18.0,5.0,3645.0,28.0,0.0,32.0,2.0,2.0,0.0
29.0,1.0,13.0,5.0,440.0,28.0,13.0,45.0,1.0,1.0,1.0
34.0,4.0,19.0,1.0,5400.0,28.0,0.0,40.0,2.0,1.0,0.0
21.0,1.0,16.0,5.0,4110.0,47.0,2.0,40.0,1.0,1.0,0.0
58.0,1.0,21.0,1.0,4621.0,22.0,1.0,6.0,2.0,1.0,0.0
61.0,1.0,16.0,1.0,9640.0,28.0,0.0,40.0,1.0,2.0,0.0
38.0,1.0,23.0,3.0,1108.0,28.0,2.0,40.0,2.0,1.0,1.0
67.0,2.0,18.0,1.0,2751.0,1.0,0.0,15.0,1.0,1.0,0.0
24.0,1.0,17.0,5.0,6200.0,28.0,0.0,84.0,1.0,1.0,1.0
50.0,3.0,16.0,3.0,4120.0,28.0,0.0,20.0,2.0,2.0,0.0
21.0,1.0,19.0,5.0,4110.0,28.0,2.0,20.0,2.0,1.0,0.0
61.0,1.0,19.0,3.0,4760.0,28.0,0.0,30.0,2.0,2.0,0.0
29.0,2.0,21.0,1.0,2050.0,22.0,0.0,25.0,2.0,1.0,0.0
25.0,1.0,20.0,5.0,3255.0,28.0,0.0,40.0,2.0,1.0,0.0
73.0,1.0,20.0,2.0,5720.0,28.0,0.0,48.0,2.0,1.0,0.0
51.0,1.0,16.0,3.0,5860.0,17.0,13.0,40.0,2.0,1.0,0.0
39.0,8.0,21.0,1.0,800.0,28.0,0.0,20.0,2.0,1.0,0.0
37.0,1.0,16.0,3.0,4020.0,28.0,0.0,40.0,1.0,2.0,0.0
78.0,1.0,15.0,2.0,7000.0,28.0,0.0,40.0,1.0,1.0,1.0
33.0,1.0,14.0,5.0,6355.0,28.0,13.0,40.0,1.0,1.0,0.0
35.0,4.0,21.0,1.0,2825.0,28.0,1.0,40.0,2.0,1.0,1.0
37.0,6.0,14.0,1.0,600.0,28.0,0.0,40.0,1.0,1.0,0.0
40.0,1.0,18.0,3.0,9600.0,28.0,0.0,45.0,1.0,1.0,0.0
46.0,4.0,22.0,1.0,2002.0,28.0,1.0,40.0,1.0,1.0,0.0
60.0,1.0,22.0,3.0,4251.0,47.0,0.0,25.0,1.0,1.0,0.0
28.0,1.0,20.0,5.0,3255.0,28.0,13.0,40.0,2.0,2.0,0.0
42.0,6.0,16.0,1.0,5740.0,28.0,0.0,20.0,2.0,1.0,0.0
62.0,3.0,19.0,1.0,4220.0,28.0,1.0,40.0,1.0,1.0,0.0
24.0,1.0,17.0,5.0,6260.0,28.0,2.0,40.0,1.0,1.0,0.0
33.0,1.0,17.0,5.0,6050.0,28.0,2.0,55.0,1.0,2.0,0.0
30.0,1.0,20.0,1.0,310.0,28.0,0.0,40.0,1.0,1.0,0.0
33.0,1.0,19.0,1.0,8810.0,28.0,1.0,40.0,1.0,2.0,0.0
62.0,1.0,21.0,2.0,9645.0,28.0,0.0,40.0,2.0,2.0,0.0
30.0,1.0,17.0,5.0,8225.0,28.0,16.0,40.0,1.0,2.0,0.0
53.0,1.0,21.0,1.0,140.0,1.0,0.0,55.0,1.0,1.0,1.0
62.0,1.0,18.0,3.0,705.0,31.0,13.0,40.0,1.0,1.0,1.0
47.0,2.0,21.0,1.0,2310.0,47.0,1.0,40.0,2.0,1.0,1.0
35.0,1.0,24.0,1.0,440.0,13.0,1.0,45.0,2.0,1.0,1.0
32.0,1.0,21.0,5.0,410.0,26.0,0.0,45.0,1.0,1.0,1.0
46.0,4.0,24.0,1.0,2310.0,28.0,1.0,40.0,2.0,2.0,1.0
18.0,6.0,18.0,5.0,4251.0,22.0,17.0,40.0,1.0,1.0,0.0
28.0,4.0,21.0,1.0,2310.0,28.0,0.0,40.0,2.0,1.0,0.0
21.0,1.0,19.0,5.0,6515.0,303.0,2.0,50.0,1.0,8.0,0.0
60.0,3.0,20.0,1.0,3802.0,17.0,0.0,40.0,1.0,2.0,0.0
26.0,1.0,16.0,1.0,6950.0,28.0,1.0,40.0,1.0,1.0,0.0
38.0,4.0,21.0,3.0,5522.0,28.0,0.0,50.0,1.0,1.0,0.0
42.0,1.0,19.0,1.0,350.0,28.0,1.0,40.0,2.0,1.0,0.0
56.0,1.0,16.0,3.0,3640.0,22.0,0.0,34.0,2.0,1.0,0.0
73.0,1.0,16.0,1.0,7315.0,28.0,1.0,23.0,1.0,1.0,0.0
25.0,1.0,14.0,1.0,4020.0,28.0,1.0,40.0,1.0,2.0,0.0
53.0,3.0,16.0,1.0,350.0,28.0,0.0,40.0,2.0,2.0,0.0
22.0,1.0,20.0,5.0,4720.0,28.0,13.0,25.0,1.0,1.0,0.0
64.0,3.0,21.0,1.0,2825.0,28.0,1.0,30.0,2.0,1.0,0.0
27.0,1.0,20.0,1.0,4700.0,28.0,0.0,32.0,2.0,2.0,0.0
38.0,1.0,22.0,5.0,800.0,28.0,2.0,40.0,2.0,2.0,0.0
25.0,1.0,21.0,5.0,4760.0,28.0,2.0,8.0,2.0,1.0,0.0
42.0,1.0,16.0,1.0,5120.0,28.0,1.0,40.0,1.0,2.0,0.0
38.0,1.0,20.0,5.0,4200.0,28.0,0.0,15.0,2.0,2.0,0.0
50.0,1.0,21.0,1.0,2310.0,4.0,1.0,14.0,2.0,1.0,1.0
56.0,2.0,22.0,1.0,2435.0,28.0,0.0,38.0,1.0,1.0,0.0
60.0,1.0,19.0,1.0,5150.0,28.0,1.0,45.0,1.0,1.0,1.0
52.0,2.0,16.0,1.0,350.0,28.0,0.0,40.0,2.0,1.0,0.0
26.0,1.0,19.0,1.0,5240.0,28.0,0.0,40.0,1.0,2.0,0.0
35.0,1.0,15.0,1.0,6230.0,28.0,0.0,40.0,1.0,2.0,1.0
67.0,1.0,16.0,2.0,4720.0,22.0,0.0,40.0,2.0,1.0,0.0
47.0,1.0,16.0,5.0,7750.0,28.0,0.0,40.0,1.0,2.0,0.0
28.0,1.0,16.0,3.0,8810.0,28.0,2.0,40.0,1.0,1.0,0.0
65.0,1.0,23.0,1.0,350.0,28.0,0.0,40.0,2.0,1.0,1.0
60.0,1.0,21.0,1.0,5400.0,28.0,1.0,40.0,2.0,1.0,0.0
49.0,1.0,16.0,1.0,8140.0,28.0,1.0,40.0,1.0,1.0,0.0
18.0,1.0,19.0,5.0,2360.0,28.0,17.0,8.0,2.0,1.0,0.0
61.0,7.0,16.0,1.0,5740.0,28.0,1.0,40.0,2.0,1.0,0.0
29.0,1.0,20.0,1.0,7750.0,47.0,0.0,55.0,1.0,1.0,0.0
25.0,1.0,16.0,5.0,9620.0,6.0,2.0,40.0,1.0,1.0,0.0
19.0,4.0,18.0,5.0,4220.0,6.0,4.0,10.0,1.0,1.0,0.0
28.0,1.0,14.0,5.0,4230.0,28.0,2.0,40.0,2.0,2.0,0.0
25.0,1.0,21.0,1.0,150.0,28.0,0.0,40.0,2.0,1.0,0.0
23.0,3.0,20.0,1.0,3930.0,28.0,1.0,40.0,1.0,2.0,0.0
48.0,1.0,16.0,1.0,4020.0,303.0,6.0,40.0,1.0,8.0,1.0
56.0,8.0,22.0,5.0,4251.0,28.0,0.0,30.0,2.0,1.0,0.0
21.0,1.0,16.0,5.0,2722.0,5.0,3.0,35.0,1.0,2.0,0.0
20.0,1.0,17.0,5.0,6260.0,28.0,2.0,35.0,1.0,9.0,0.0
33.0,1.0,18.0,3.0,5610.0,28.0,0.0,40.0,1.0,1.0,1.0
36.0,1.0,23.0,5.0,10.0,28.0,0.0,65.0,1.0,2.0,1.0
34.0,1.0,1.0,1.0,4230.0,28.0,7.0,15.0,2.0,1.0,0.0
39.0,1.0,19.0,5.0,410.0,28.0,0.0,40.0,2.0,2.0,0.0
58.0,1.0,19.0,3.0,5400.0,28.0,0.0,40.0,2.0,1.0,0.0
26.0,1.0,22.0,1.0,3150.0,28.0,0.0,35.0,2.0,1.0,0.0
64.0,1.0,22.0,2.0,5240.0,28.0,0.0,28.0,2.0,2.0,1.0
53.0,1.0,18.0,5.0,9600.0,28.0,0.0,40.0,1.0,2.0,0.0
59.0,1.0,18.0,3.0,3603.0,28.0,0.0,36.0,2.0,2.0,0.0
36.0,1.0,22.0,1.0,800.0,28.0,0.0,36.0,1.0,1.0,1.0
38.0,1.0,1.0,5.0,9640.0,28.0,2.0,40.0,1.0,2.0,0.0
49.0,1.0,16.0,1.0,6950.0,12.0,0.0,84.0,1.0,2.0,1.0
63.0,1.0,19.0,5.0,910.0,28.0,0.0,40.0,2.0,1.0,0.0
25.0,1.0,21.0,5.0,3255.0,28.0,2.0,40.0,2.0,1.0,1.0
26.0,1.0,19.0,5.0,4110.0,47.0,0.0,35.0,2.0,1.0,0.0
22.0,1.0,1.0,1.0,9620.0,28.0,12.0,25.0,1.0,1.0,0.0
22.0,1.0,20.0,1.0,5160.0,28.0,0.0,40.0,2.0,8.0,0.0
22.0,5.0,16.0,5.0,3655.0,48.0,0.0,50.0,2.0,9.0,0.0
33.0,6.0,12.0,1.0,4230.0,28.0,16.0,30.0,2.0,1.0,0.0
21.0,1.0,16.0,5.0,4760.0,28.0,15.0,30.0,2.0,1.0,0.0
33.0,1.0,16.0,1.0,6950.0,28.0,1.0,55.0,1.0,1.0,1.0
27.0,1.0,23.0,5.0,3090.0,301.0,0.0,80.0,1.0,1.0,0.0
29.0,1.0,22.0,5.0,4700.0,28.0,2.0,40.0,2.0,1.0,0.0
61.0,4.0,22.0,1.0,2310.0,28.0,0.0,40.0,2.0,2.0,0.0
34.0,1.0,21.0,5.0,3255.0,28.0,0.0,82.0,2.0,1.0,0.0
23.0,4.0,21.0,1.0,2545.0,22.0,0.0,16.0,2.0,1.0,0.0
67.0,1.0,21.0,1.0,4020.0,42.0,0.0,20.0,1.0,1.0,0.0
29.0,4.0,23.0,5.0,3010.0,1.0,0.0,40.0,1.0,1.0,0.0
29.0,2.0,18.0,1.0,7410.0,28.0,0.0,40.0,1.0,1.0,0.0
53.0,1.0,16.0,1.0,7200.0,13.0,1.0,50.0,1.0,1.0,1.0
39.0,1.0,19.0,1.0,3500.0,28.0,1.0,40.0,2.0,1.0,0.0
53.0,1.0,16.0,3.0,8740.0,28.0,5.0,45.0,1.0,2.0,1.0
21.0,1.0,16.0,5.0,4720.0,28.0,2.0,25.0,2.0,2.0,0.0
33.0,4.0,17.0,5.0,4020.0,28.0,0.0,30.0,2.0,2.0,0.0
30.0,1.0,20.0,1.0,1108.0,28.0,1.0,40.0,1.0,1.0,0.0
25.0,2.0,21.0,5.0,3300.0,28.0,0.0,40.0,2.0,9.0,0.0
59.0,4.0,21.0,1.0,3255.0,28.0,0.0,40.0,2.0,1.0,0.0
59.0,2.0,24.0,3.0,2205.0,210.0,0.0,40.0,1.0,6.0,1.0
